id,Name,Period,Stock,Percentage_of_portfolio,Shares,Recent_activity,Price,Value,Paresing_date,Ticker
2020Q2_1206,David Abrams - Abrams Capital Management,Q1 2020,"SPH - Suburban Propane Partners, L.P.",1.48,"2,667,512",Reduce 10.74%,$14.14,"$37,719,000",2020-06-07,SPH
2020Q2_1207,David Abrams - Abrams Capital Management,Q1 2020,CWH - Camping World Holdings Inc.,1.37,"6,108,808", ,$5.69,"$34,759,000",2020-06-07,CWH
2020Q2_1208,David Abrams - Abrams Capital Management,Q1 2020,SCU - Sculptor Capital Management,1.10,"2,058,860", ,$13.54,"$27,877,000",2020-06-07,SCU
2020Q2_1209,David Abrams - Abrams Capital Management,Q1 2020,PACD - Pacific Drilling S.A.,0.13,"7,414,537", ,$0.43,"$3,188,000",2020-06-07,PACD
2020Q2_1210,David Abrams - Abrams Capital Management,Q1 2020,CCO - Clear Channel Outdoor Holdings,0.08,"3,354,390", ,$0.64,"$2,147,000",2020-06-07,CCO
2020Q2_1211,Christopher Bloomstran - Semper Augustus,Q1 2020,BRK.B - Berkshire Hathaway CL B,23.55,"204,421",Add 8.87%,$182.83,"$37,374,000",2020-06-07,BRK.B
2020Q2_1212,Christopher Bloomstran - Semper Augustus,Q1 2020,BRK.A - Berkshire Hathaway CL A,14.40,84, ,$272000.00,"$22,848,000",2020-06-07,BRK.A
2020Q2_1213,Christopher Bloomstran - Semper Augustus,Q1 2020,NEM - Newmont Corp.,8.91,"312,084",Add 7.55%,$45.28,"$14,131,000",2020-06-07,NEM
2020Q2_1214,Christopher Bloomstran - Semper Augustus,Q1 2020,SBUX - Starbucks Corp.,5.07,"122,482",Add 6.92%,$65.74,"$8,052,000",2020-06-07,SBUX
2020Q2_1215,Christopher Bloomstran - Semper Augustus,Q1 2020,OLN - Olin Corp.,5.07,"689,403",Add 217.22%,$11.67,"$8,045,000",2020-06-07,OLN
2020Q2_1216,Christopher Bloomstran - Semper Augustus,Q1 2020,MCY - Mercury General Corp.,4.89,"190,647",Add 77.01%,$40.72,"$7,763,000",2020-06-07,MCY
2020Q2_1217,Christopher Bloomstran - Semper Augustus,Q1 2020,DIS - Walt Disney Co.,4.64,"76,171",Add 249.23%,$96.60,"$7,358,000",2020-06-07,DIS
2020Q2_1218,Christopher Bloomstran - Semper Augustus,Q1 2020,COST - Costco Co.,3.47,"19,316",Reduce 0.02%,$285.15,"$5,508,000",2020-06-07,COST
2020Q2_1219,Christopher Bloomstran - Semper Augustus,Q1 2020,XOM - Exxon Mobil Corp.,3.45,"144,269",Add 26.22%,$37.97,"$5,478,000",2020-06-07,XOM
2020Q2_1220,Christopher Bloomstran - Semper Augustus,Q1 2020,KGC - Kinross Gold Corp.,3.01,"1,200,925",Add 10.18%,$3.98,"$4,780,000",2020-06-07,KGC
2020Q2_1221,Christopher Bloomstran - Semper Augustus,Q1 2020,NXPI - NXP Semiconductors NV,2.75,"52,674",Add 0.95%,$82.93,"$4,368,000",2020-06-07,NXPI
2020Q2_1222,Christopher Bloomstran - Semper Augustus,Q1 2020,CMI - Cummins Inc.,2.66,"31,165",Add 5.47%,$135.31,"$4,217,000",2020-06-07,CMI
2020Q2_1223,Christopher Bloomstran - Semper Augustus,Q1 2020,DG - Dollar General,2.34,"24,568",Reduce 53.78%,$151.01,"$3,710,000",2020-06-07,DG
2020Q2_1224,Christopher Bloomstran - Semper Augustus,Q1 2020,MRK - Merck & Co.,2.14,"44,044",Add 3.60%,$76.95,"$3,389,000",2020-06-07,MRK
2020Q2_1225,Christopher Bloomstran - Semper Augustus,Q1 2020,HXL - Hexcel Corp.,1.70,"72,432",Add 17.26%,$37.19,"$2,694,000",2020-06-07,HXL
2020Q2_1226,Christopher Bloomstran - Semper Augustus,Q1 2020,ALK - Alaska Air Group,1.67,"93,227",Buy ,$28.47,"$2,654,000",2020-06-07,ALK
2020Q2_1227,Christopher Bloomstran - Semper Augustus,Q1 2020,GPC - Genuine Parts,1.33,"31,278",Buy ,$67.33,"$2,106,000",2020-06-07,GPC
2020Q2_1228,Christopher Bloomstran - Semper Augustus,Q1 2020,Y - Alleghany Corp.,1.30,"3,731",Buy ,$552.40,"$2,061,000",2020-06-07,Y
2020Q2_1229,Christopher Bloomstran - Semper Augustus,Q1 2020,AXP - American Express,1.26,"23,303",Add 12.97%,$85.61,"$1,995,000",2020-06-07,AXP
2020Q2_1230,Christopher Bloomstran - Semper Augustus,Q1 2020,TRV - Travelers Companies Inc.,1.25,"20,000", ,$99.35,"$1,987,000",2020-06-07,TRV
2020Q2_1231,Christopher Bloomstran - Semper Augustus,Q1 2020,EQNR - Equinor ASA,1.09,"141,453",Add 18.50%,$12.18,"$1,723,000",2020-06-07,EQNR
2020Q2_1232,Christopher Bloomstran - Semper Augustus,Q1 2020,WAFD - Washington Federal Inc.,1.06,"64,755",Add 17.01%,$25.96,"$1,681,000",2020-06-07,WAFD
2020Q2_1233,Christopher Bloomstran - Semper Augustus,Q1 2020,CKH - SEACOR Holdings Inc.,0.72,"262,373",Reduce 20.81%,$4.38,"$1,149,000",2020-06-07,CKH
2020Q2_1234,Christopher Bloomstran - Semper Augustus,Q1 2020,GE - General Electric,0.71,"142,607",Add 20.18%,$7.94,"$1,132,000",2020-06-07,GE
2020Q2_1235,Christopher Bloomstran - Semper Augustus,Q1 2020,NKE - NIKE Inc.,0.71,"13,678",Add 6.41%,$82.76,"$1,132,000",2020-06-07,NKE
2020Q2_1236,Christopher Bloomstran - Semper Augustus,Q1 2020,KO - Coca Cola Co.,0.67,"24,000", ,$44.25,"$1,062,000",2020-06-07,KO
2020Q2_1237,Christopher Bloomstran - Semper Augustus,Q1 2020,MDT - Medtronic plc,0.17,"3,056",Reduce 29.84%,$90.31,"$276,000",2020-06-07,MDT
2020Q2_1238,Jefferies - Jefferies Financial Group,Q1 2020,LGF.A - Lions Gate Ent. Corp. CL A,30.17,"3,725,000", ,$6.08,"$22,648,000",2020-06-07,LGF.A
2020Q2_1239,Jefferies - Jefferies Financial Group,Q1 2020,FRGI - Fiesta Restaurant Group,28.25,"5,262,189", ,$4.03,"$21,207,000",2020-06-07,FRGI
2020Q2_1240,Jefferies - Jefferies Financial Group,Q1 2020,LGF.B - Lions Gate Ent. Corp. CL B,24.90,"3,350,000", ,$5.58,"$18,693,000",2020-06-07,LGF.B
2020Q2_1241,Jefferies - Jefferies Financial Group,Q1 2020,WTRH - Waitr Holdings Inc.,6.38,"3,895,000", ,$1.23,"$4,791,000",2020-06-07,WTRH
2020Q2_1242,Jefferies - Jefferies Financial Group,Q1 2020,CRESY - Cresud Inc.,4.02,"866,989",Buy ,$3.48,"$3,017,000",2020-06-07,CRESY
2020Q2_1243,Jefferies - Jefferies Financial Group,Q1 2020,HES - Hess Corp.,2.49,"56,043",Add 87.28%,$33.30,"$1,866,000",2020-06-07,HES
2020Q2_1244,Jefferies - Jefferies Financial Group,Q1 2020,LONE - Lonestar Resources US Inc.,2.17,"3,978,488", ,$0.41,"$1,631,000",2020-06-07,LONE
2020Q2_1245,Jefferies - Jefferies Financial Group,Q1 2020,MNRL - Brigham Minerals Inc.,1.62,"146,802",Add 70.27%,$8.27,"$1,214,000",2020-06-07,MNRL
2020Q2_1246,Terry Smith - Fundsmith,Q1 2020,MSFT - Microsoft Corp.,10.63,"11,972,921",Reduce 1.79%,$157.71,"$1,888,249,000",2020-06-07,MSFT
2020Q2_1247,Terry Smith - Fundsmith,Q1 2020,PM - Philip Morris Intl.,6.99,"17,022,953",Add 0.73%,$72.96,"$1,241,995,000",2020-06-07,PM
2020Q2_1248,Terry Smith - Fundsmith,Q1 2020,PYPL - PayPal Holdings Inc.,6.69,"12,407,094",Reduce 18.30%,$95.74,"$1,187,855,000",2020-06-07,PYPL
2020Q2_1249,Terry Smith - Fundsmith,Q1 2020,FB - Facebook Inc.,6.04,"6,433,861",Reduce 2.34%,$166.80,"$1,073,168,000",2020-06-07,FB
2020Q2_1250,Terry Smith - Fundsmith,Q1 2020,EL - Estee Lauder Cos.,6.04,"6,738,662",Reduce 1.99%,$159.34,"$1,073,738,000",2020-06-07,EL
2020Q2_1251,Terry Smith - Fundsmith,Q1 2020,IDXX - IDEXX Laboratories,5.79,"4,245,227",Reduce 7.55%,$242.24,"$1,028,364,000",2020-06-07,IDXX
2020Q2_1252,Terry Smith - Fundsmith,Q1 2020,INTU - Intuit Inc.,5.77,"4,457,596",Reduce 6.02%,$230.00,"$1,025,247,000",2020-06-07,INTU
2020Q2_1253,Terry Smith - Fundsmith,Q1 2020,MKC - McCormick & Co.,5.66,"7,124,205",Reduce 3.46%,$141.21,"$1,006,009,000",2020-06-07,MKC
2020Q2_1254,Terry Smith - Fundsmith,Q1 2020,SYK - Stryker Corp.,5.56,"5,931,325",Reduce 2.49%,$166.49,"$987,506,000",2020-06-07,SYK
2020Q2_1255,Terry Smith - Fundsmith,Q1 2020,V - Visa Inc.,5.53,"6,098,637",Reduce 4.94%,$161.12,"$982,612,000",2020-06-07,V
2020Q2_1256,Terry Smith - Fundsmith,Q1 2020,PEP - PepsiCo Inc.,5.40,"7,995,065",Reduce 5.60%,$120.10,"$960,207,000",2020-06-07,PEP
2020Q2_1257,Terry Smith - Fundsmith,Q1 2020,BDX - Becton Dickinson,4.93,"3,810,792",Reduce 0.28%,$229.77,"$875,606,000",2020-06-07,BDX
2020Q2_1258,Terry Smith - Fundsmith,Q1 2020,WAT - Waters Corp.,4.87,"4,755,050",Reduce 6.89%,$182.05,"$865,657,000",2020-06-07,WAT
2020Q2_1259,Terry Smith - Fundsmith,Q1 2020,ADP - Automatic Data Processing Inc.,4.83,"6,274,833",Reduce 2.93%,$136.68,"$857,644,000",2020-06-07,ADP
2020Q2_1260,Terry Smith - Fundsmith,Q1 2020,JNJ - Johnson & Johnson,3.97,"5,379,781",Reduce 11.27%,$131.13,"$705,451,000",2020-06-07,JNJ
2020Q2_1261,Terry Smith - Fundsmith,Q1 2020,BF.B - Brown-Forman Corp.,3.08,"9,844,631",Add 2.22%,$55.51,"$546,475,000",2020-06-07,BF.B
2020Q2_1262,Terry Smith - Fundsmith,Q1 2020,CLX - Clorox Co.,1.55,"1,592,042",Reduce 5.36%,$173.25,"$275,821,000",2020-06-07,CLX
2020Q2_1263,Terry Smith - Fundsmith,Q1 2020,NKE - NIKE Inc.,1.08,"2,319,351",Buy ,$82.74,"$191,903,000",2020-06-07,NKE
2020Q2_1264,Terry Smith - Fundsmith,Q1 2020,SBUX - Starbucks Corp.,0.98,"2,649,785",Buy ,$65.74,"$174,197,000",2020-06-07,SBUX
2020Q2_1265,Terry Smith - Fundsmith,Q1 2020,CHKP - Check Point Software Technologies,0.49,"866,437",Add 8.06%,$100.54,"$87,112,000",2020-06-07,CHKP
2020Q2_1266,Terry Smith - Fundsmith,Q1 2020,VRSK - Verisk Analytics Inc.,0.47,"598,306",Reduce 3.76%,$139.38,"$83,392,000",2020-06-07,VRSK
2020Q2_1267,Terry Smith - Fundsmith,Q1 2020,MASI - Masimo Corp.,0.47,"475,853",Reduce 17.24%,$177.12,"$84,283,000",2020-06-07,MASI
2020Q2_1268,Terry Smith - Fundsmith,Q1 2020,ANSS - ANSYS Inc.,0.43,"329,985",Reduce 4.94%,$232.47,"$76,712,000",2020-06-07,ANSS
2020Q2_1269,Terry Smith - Fundsmith,Q1 2020,EFX - Equifax Inc.,0.38,"568,122",Reduce 13.17%,$119.45,"$67,862,000",2020-06-07,EFX
2020Q2_1270,Terry Smith - Fundsmith,Q1 2020,VRSN - Verisign Inc.,0.36,"355,281",Add 30.20%,$180.09,"$63,983,000",2020-06-07,VRSN
2020Q2_1271,Terry Smith - Fundsmith,Q1 2020,CGNX - Cognex Corp.,0.36,"1,508,999",Add 29.22%,$42.22,"$63,710,000",2020-06-07,CGNX
2020Q2_1272,Terry Smith - Fundsmith,Q1 2020,IPGP - IPG Photonics Corp.,0.35,"566,147",Add 23.13%,$110.28,"$62,435,000",2020-06-07,IPGP
2020Q2_1273,Terry Smith - Fundsmith,Q1 2020,MSCI - MSCI Inc.,0.33,"204,376",Add 2.15%,$288.96,"$59,056,000",2020-06-07,MSCI
2020Q2_1274,Terry Smith - Fundsmith,Q1 2020,AOS - Smith (A.O.),0.31,"1,465,215",Add 24.38%,$37.81,"$55,400,000",2020-06-07,AOS
2020Q2_1275,Terry Smith - Fundsmith,Q1 2020,SABR - Sabre Corp.,0.27,"7,950,501",Add 95.33%,$5.93,"$47,146,000",2020-06-07,SABR
2020Q2_1276,Terry Smith - Fundsmith,Q1 2020,PAYC - Paycom Software Inc.,0.20,"174,606",Add 2.15%,$202.01,"$35,272,000",2020-06-07,PAYC
2020Q2_1277,Terry Smith - Fundsmith,Q1 2020,MELI - Mercadolibre Inc.,0.10,"34,804", ,$488.59,"$17,005,000",2020-06-07,MELI
2020Q2_1278,Terry Smith - Fundsmith,Q1 2020,MAR - Marriott Int'l.,0.07,"172,847",Add 0.63%,$74.81,"$12,931,000",2020-06-07,MAR
2020Q2_1279,Terry Smith - Fundsmith,Q1 2020,XP - XP Inc.,0.03,"253,367",Buy ,$19.29,"$4,887,000",2020-06-07,XP
2020Q2_1280,Mohnish Pabrai - Pabrai Investments,Q1 2020,MU - Micron Technology Inc.,93.95,"1,804,199",Reduce 1.31%,$42.06,"$75,885,000",2020-06-07,MU
2020Q2_1281,Mohnish Pabrai - Pabrai Investments,Q1 2020,FCAU - Fiat Chrysler Automobiles NV,6.05,"680,045",Reduce 91.76%,$7.19,"$4,889,000",2020-06-07,FCAU
2020Q2_1282,Michael Price - MFP Investors,Q1 2020,INTC - Intel Corp.,22.57,"2,056,425",Add 1.83%,$54.12,"$111,294,000",2020-06-07,INTC
2020Q2_1283,Michael Price - MFP Investors,Q1 2020,SANW - S&W Seed Co.,6.64,"15,977,491",Add 0.20%,$2.05,"$32,754,000",2020-06-07,SANW
2020Q2_1284,Michael Price - MFP Investors,Q1 2020,DLB - Dolby Laboratories Inc.,5.97,"543,255",Reduce 9.09%,$54.21,"$29,449,000",2020-06-07,DLB
2020Q2_1285,Michael Price - MFP Investors,Q1 2020,T - AT&T Inc.,3.39,"572,623", ,$29.15,"$16,692,000",2020-06-07,T
2020Q2_1286,Michael Price - MFP Investors,Q1 2020,WBC - WABCO Holdings Inc.,3.36,"122,500", ,$135.05,"$16,544,000",2020-06-07,WBC
2020Q2_1287,Michael Price - MFP Investors,Q1 2020,WSBF - Waterstone Financial Inc.,2.51,"852,506",Reduce 5.27%,$14.54,"$12,395,000",2020-06-07,WSBF
2020Q2_1288,Michael Price - MFP Investors,Q1 2020,TPHS - Trinity Place Holdings,2.48,"6,708,538", ,$1.82,"$12,210,000",2020-06-07,TPHS
2020Q2_1289,Michael Price - MFP Investors,Q1 2020,CIT - CIT Group,2.35,"670,600",Add 8.16%,$17.26,"$11,575,000",2020-06-07,CIT
2020Q2_1290,Michael Price - MFP Investors,Q1 2020,ACBI - Atlantic Capital Bancshares,2.29,"950,093", ,$11.87,"$11,278,000",2020-06-07,ACBI
2020Q2_1291,Michael Price - MFP Investors,Q1 2020,BPOP - Popular Inc.,2.22,"313,296",Add 29.19%,$35.00,"$10,965,000",2020-06-07,BPOP
2020Q2_1292,Michael Price - MFP Investors,Q1 2020,BCBP - BCB Bancorp,2.20,"1,020,408", ,$10.65,"$10,867,000",2020-06-07,BCBP
2020Q2_1293,Michael Price - MFP Investors,Q1 2020,BANC - Banc of California Inc.,2.17,"1,337,500", ,$8.00,"$10,700,000",2020-06-07,BANC
2020Q2_1294,Michael Price - MFP Investors,Q1 2020,ISBC - Investors Bancorp Inc.,2.11,"1,305,000",Add 0.97%,$7.99,"$10,427,000",2020-06-07,ISBC
2020Q2_1295,Michael Price - MFP Investors,Q1 2020,TCO - Taubman Centers Inc.,1.83,"215,000",Buy ,$41.88,"$9,004,000",2020-06-07,TCO
2020Q2_1296,Michael Price - MFP Investors,Q1 2020,FMC - FMC Corp.,1.52,"92,000",Reduce 1.89%,$81.68,"$7,515,000",2020-06-07,FMC
2020Q2_1297,Michael Price - MFP Investors,Q1 2020,NODK - NI Holdings Inc.,1.45,"528,791",Add 12.18%,$13.56,"$7,170,000",2020-06-07,NODK
2020Q2_1298,Michael Price - MFP Investors,Q1 2020,VNO - Vornado Realty Trust,1.45,"197,393",Add 68.71%,$36.21,"$7,148,000",2020-06-07,VNO
2020Q2_1299,Michael Price - MFP Investors,Q1 2020,AMZN - Amazon Corp.,1.38,"3,500",Add 40.00%,$1949.71,"$6,824,000",2020-06-07,AMZN
2020Q2_1300,Michael Price - MFP Investors,Q1 2020,CWGL - Crimson Wine Group,1.32,"1,113,596", ,$5.85,"$6,509,000",2020-06-07,CWGL
2020Q2_1301,Michael Price - MFP Investors,Q1 2020,TRC - Tejon Ranch Co.,1.30,"455,231", ,$14.06,"$6,401,000",2020-06-07,TRC
2020Q2_1302,Michael Price - MFP Investors,Q1 2020,BG - Bunge Ltd.,1.17,"141,100",Add 0.79%,$41.03,"$5,789,000",2020-06-07,BG
2020Q2_1303,Michael Price - MFP Investors,Q1 2020,SIGA - SIGA Technologies Inc.,1.17,"1,205,900",Add 141.18%,$4.78,"$5,764,000",2020-06-07,SIGA
2020Q2_1304,Michael Price - MFP Investors,Q1 2020,BEN - Franklin Resources,1.16,"342,530",Add 15.59%,$16.69,"$5,716,000",2020-06-07,BEN
2020Q2_1305,Michael Price - MFP Investors,Q1 2020,BB - BlackBerry Ltd.,1.06,"1,268,000",Add 18.12%,$4.13,"$5,237,000",2020-06-07,BB
2020Q2_1306,Michael Price - MFP Investors,Q1 2020,CLBK - Columbia Financial Inc.,1.06,"363,695",Reduce 19.18%,$14.40,"$5,237,000",2020-06-07,CLBK
2020Q2_1307,Michael Price - MFP Investors,Q1 2020,CARE - Carter Bank & Trust,1.02,"545,693",Reduce 6.30%,$9.18,"$5,009,000",2020-06-07,CARE
2020Q2_1308,Michael Price - MFP Investors,Q1 2020,AMTB - Amerant Bancorp Inc.,0.92,"293,601",Add 3.31%,$15.39,"$4,519,000",2020-06-07,AMTB
2020Q2_1309,Michael Price - MFP Investors,Q1 2020,NWSA - News Corp.,0.85,"465,000", ,$8.97,"$4,173,000",2020-06-07,NWSA
2020Q2_1310,Michael Price - MFP Investors,Q1 2020,LICT - LICT Corp.,0.84,275, ,$15000.00,"$4,125,000",2020-06-07,LICT
2020Q2_1311,Michael Price - MFP Investors,Q1 2020,JEF - Jefferies Financial Group Inc.,0.83,"300,328",Reduce 38.01%,$13.67,"$4,105,000",2020-06-07,JEF
2020Q2_1312,Michael Price - MFP Investors,Q1 2020,MRBK - Meridian Corp.,0.83,"299,890",Reduce 0.10%,$13.68,"$4,102,000",2020-06-07,MRBK
2020Q2_1313,Michael Price - MFP Investors,Q1 2020,ADES - Advanced Emissions Solutions,0.82,"614,852",Reduce 23.14%,$6.57,"$4,040,000",2020-06-07,ADES
2020Q2_1314,Michael Price - MFP Investors,Q1 2020,FLIR - FLIR Systems,0.82,"126,936",Add 3221.19%,$31.89,"$4,048,000",2020-06-07,FLIR
2020Q2_1315,Michael Price - MFP Investors,Q1 2020,FTI - TechnipFMC plc,0.75,"547,500",Add 69.93%,$6.74,"$3,690,000",2020-06-07,FTI
2020Q2_1316,Michael Price - MFP Investors,Q1 2020,GOOGL - Alphabet Inc.,0.71,"3,000", ,$1162.00,"$3,486,000",2020-06-07,GOOGL
2020Q2_1317,Michael Price - MFP Investors,Q1 2020,TIF - Tiffany & Co.,0.66,"25,000",Reduce 84.13%,$129.52,"$3,238,000",2020-06-07,TIF
2020Q2_1318,Michael Price - MFP Investors,Q1 2020,WLK - Westlake Chemical Corp.,0.62,"80,000",Reduce 8.05%,$38.18,"$3,054,000",2020-06-07,WLK
2020Q2_1319,Michael Price - MFP Investors,Q1 2020,LBC - Luther Burbank Corp.,0.57,"305,000", ,$9.17,"$2,797,000",2020-06-07,LBC
2020Q2_1320,Michael Price - MFP Investors,Q1 2020,NBN - Northeast Bancorp,0.55,"231,637", ,$11.66,"$2,701,000",2020-06-07,NBN
2020Q2_1321,Michael Price - MFP Investors,Q1 2020,FSBC - FSB Bancorp Inc.,0.54,"187,130", ,$14.12,"$2,642,000",2020-06-07,FSBC
2020Q2_1322,Michael Price - MFP Investors,Q1 2020,PGC - Peapack-Gladstone Financial Corp.,0.53,"145,650",Add 44.49%,$17.95,"$2,614,000",2020-06-07,PGC
2020Q2_1323,Michael Price - MFP Investors,Q1 2020,CB - Chubb Limited,0.51,"22,500",Reduce 17.88%,$111.69,"$2,513,000",2020-06-07,CB
2020Q2_1324,Michael Price - MFP Investors,Q1 2020,TBBK - The Bancorp Inc.,0.50,"407,500", ,$6.07,"$2,474,000",2020-06-07,TBBK
2020Q2_1325,Michael Price - MFP Investors,Q1 2020,SPR - Spirit AeroSystems Holdings Inc.,0.49,"100,000",Buy ,$23.93,"$2,393,000",2020-06-07,SPR
2020Q2_1326,Michael Price - MFP Investors,Q1 2020,PAA - Plains All American Pipeline,0.45,"418,581", ,$5.28,"$2,211,000",2020-06-07,PAA
2020Q2_1327,Michael Price - MFP Investors,Q1 2020,MSVB - Mid-Southern Bancorp,0.44,"169,485", ,$12.80,"$2,169,000",2020-06-07,MSVB
2020Q2_1328,Michael Price - MFP Investors,Q1 2020,ATEX - Anterix Inc.,0.42,"44,931", ,$45.67,"$2,052,000",2020-06-07,ATEX
2020Q2_1329,Michael Price - MFP Investors,Q1 2020,FFBW - FFBW Inc.,0.42,"265,000",Buy ,$7.89,"$2,091,000",2020-06-07,FFBW
2020Q2_1330,Michael Price - MFP Investors,Q1 2020,YRKB - York Traditions Bank,0.42,"144,100", ,$14.24,"$2,052,000",2020-06-07,YRKB
2020Q2_1331,Michael Price - MFP Investors,Q1 2020,FMBI - First Midwest Bancorp,0.38,"142,962",Reduce 50.13%,$13.23,"$1,892,000",2020-06-07,FMBI
2020Q2_1332,Michael Price - MFP Investors,Q1 2020,HXL - Hexcel Corp.,0.38,"50,000",Buy ,$37.20,"$1,860,000",2020-06-07,HXL
2020Q2_1333,Michael Price - MFP Investors,Q1 2020,LTHM - Livent Corp.,0.38,"355,751",Reduce 37.27%,$5.25,"$1,868,000",2020-06-07,LTHM
2020Q2_1334,Michael Price - MFP Investors,Q1 2020,PBIP - Prudential Bancorp Inc.,0.38,"126,596",Reduce 2.54%,$14.80,"$1,874,000",2020-06-07,PBIP
2020Q2_1335,Michael Price - MFP Investors,Q1 2020,RLH - Red Lion Hotels Corp.,0.37,"1,250,000", ,$1.46,"$1,825,000",2020-06-07,RLH
2020Q2_1336,Michael Price - MFP Investors,Q1 2020,FB - Facebook Inc.,0.35,"10,395", ,$166.81,"$1,734,000",2020-06-07,FB
2020Q2_1337,Michael Price - MFP Investors,Q1 2020,UNVR - Univar Solutions Inc.,0.35,"159,200",Add 42.14%,$10.72,"$1,707,000",2020-06-07,UNVR
2020Q2_1338,Michael Price - MFP Investors,Q1 2020,HP - Helmerich & Payne,0.32,"100,000", ,$15.65,"$1,565,000",2020-06-07,HP
2020Q2_1339,Michael Price - MFP Investors,Q1 2020,SG - Sirius International Insurance Grp,0.31,"179,595",Add 27.92%,$8.50,"$1,527,000",2020-06-07,SG
2020Q2_1340,Michael Price - MFP Investors,Q1 2020,FLIC - First of Long Island Corp.,0.30,"85,000", ,$17.35,"$1,475,000",2020-06-07,FLIC
2020Q2_1341,Michael Price - MFP Investors,Q1 2020,"PAGP - Plains GP Holdings, LP",0.30,"260,518", ,$5.61,"$1,462,000",2020-06-07,PAGP
2020Q2_1342,Michael Price - MFP Investors,Q1 2020,FRBA - First Bank,0.28,"200,100", ,$6.94,"$1,389,000",2020-06-07,FRBA
2020Q2_1343,Michael Price - MFP Investors,Q1 2020,AGN - Allergan Plc,0.27,"7,500",Buy ,$177.07,"$1,328,000",2020-06-07,AGN
2020Q2_1344,Michael Price - MFP Investors,Q1 2020,KRNY - Kearny Financial Corp.,0.26,"150,000", ,$8.59,"$1,289,000",2020-06-07,KRNY
2020Q2_1345,Michael Price - MFP Investors,Q1 2020,FMBL - Farmers & Merchants Bank,0.25,203, ,$6000.00,"$1,218,000",2020-06-07,FMBL
2020Q2_1346,Michael Price - MFP Investors,Q1 2020,GYRO - Gyrodyne LLC,0.25,"85,508", ,$14.60,"$1,248,000",2020-06-07,GYRO
2020Q2_1347,Michael Price - MFP Investors,Q1 2020,EBSB - Meridian Bancorp Inc.,0.23,"100,000", ,$11.22,"$1,122,000",2020-06-07,EBSB
2020Q2_1348,Michael Price - MFP Investors,Q1 2020,HES - Hess Corp.,0.19,"28,282", ,$33.31,"$942,000",2020-06-07,HES
2020Q2_1349,Michael Price - MFP Investors,Q1 2020,NLSN - Nielsen NV,0.18,"72,000",Add 526.09%,$12.54,"$903,000",2020-06-07,NLSN
2020Q2_1350,Michael Price - MFP Investors,Q1 2020,PDLB - PDL Community Bancorp,0.18,"84,804",Add 2.78%,$10.27,"$871,000",2020-06-07,PDLB
2020Q2_1351,Michael Price - MFP Investors,Q1 2020,SADL - William H. Sadlier,0.17,"21,217", ,$39.83,"$845,000",2020-06-07,SADL
2020Q2_1352,Michael Price - MFP Investors,Q1 2020,ARNC - Arconic Inc.,0.15,"44,900",Buy ,$16.06,"$721,000",2020-06-07,ARNC
2020Q2_1353,Michael Price - MFP Investors,Q1 2020,CRBO - Carbon Natural Gas Co.,0.15,"211,112", ,$3.45,"$728,000",2020-06-07,CRBO
2020Q2_1354,Michael Price - MFP Investors,Q1 2020,DD - DuPont de Nemours Inc.,0.14,"20,212", ,$34.09,"$689,000",2020-06-07,DD
2020Q2_1355,Michael Price - MFP Investors,Q1 2020,GBL - GAMCO Investors Inc.,0.14,"63,124",Add 16.90%,$10.99,"$694,000",2020-06-07,GBL
2020Q2_1356,Michael Price - MFP Investors,Q1 2020,VERY - Vericity Inc.,0.14,"86,338",Reduce 0.36%,$7.97,"$688,000",2020-06-07,VERY
2020Q2_1357,Michael Price - MFP Investors,Q1 2020,DOW - Dow Inc.,0.12,"20,212", ,$29.24,"$591,000",2020-06-07,DOW
2020Q2_1358,Michael Price - MFP Investors,Q1 2020,KALU - Kaiser Aluminum Corp.,0.12,"8,500",Buy ,$69.29,"$589,000",2020-06-07,KALU
2020Q2_1359,Michael Price - MFP Investors,Q1 2020,ICCH - ICC Holdings Inc.,0.11,"49,630", ,$11.02,"$547,000",2020-06-07,ICCH
2020Q2_1360,Michael Price - MFP Investors,Q1 2020,PBNY - Provident New York Bancorp,0.10,"57,500",Add 15.00%,$8.63,"$496,000",2020-06-07,PBNY
2020Q2_1361,Michael Price - MFP Investors,Q1 2020,CCAP - Crescent Capital BDC Inc.,0.09,"46,471",Buy ,$9.64,"$448,000",2020-06-07,CCAP
2020Q2_1362,Michael Price - MFP Investors,Q1 2020,CIBY - CIBL Inc.,0.08,215, ,$1748.84,"$376,000",2020-06-07,CIBY
2020Q2_1363,Michael Price - MFP Investors,Q1 2020,IRWD - Ironwood Pharmaceuticals Inc.,0.08,"40,000",Buy ,$10.10,"$404,000",2020-06-07,IRWD
2020Q2_1364,Michael Price - MFP Investors,Q1 2020,MSBF - MSB Financial Corp.,0.08,"32,995",Reduce 81.13%,$12.24,"$404,000",2020-06-07,MSBF
2020Q2_1365,Michael Price - MFP Investors,Q1 2020,USFD - US Foods Holding Corp.,0.08,"22,026", ,$17.71,"$390,000",2020-06-07,USFD
2020Q2_1366,Michael Price - MFP Investors,Q1 2020,XOM - Exxon Mobil Corp.,0.08,"11,000", ,$38.00,"$418,000",2020-06-07,XOM
2020Q2_1367,Michael Price - MFP Investors,Q1 2020,WISH - Wright Investors' Service Hldgs,0.07,"825,691", ,$0.43,"$355,000",2020-06-07,WISH
